set_code;set_name;set_rarity;set_price;release_date;region;language
SAAS-EN001;Samurai Assault;Super Rare;3.44;;;
SDWA-EN021;Samurai Warlords Structure Deck;Common;1.26;;;
STAX-EN016;2-Player Starter Set;Common;0;;;
RA01-EN019;25th Anniversary Rarity Collection;Collector's Rare;0;;;
MAGO-EN024;Maximum Gold;Premium Gold Rare;0;;;
MGED-EN024;Maximum Gold: El Dorado;Premium Gold Rare;6.48;;;
SESL-EN027;Secret Slayers;Secret Rare;0;;;
LART-EN066;The Lost Art Promotion 2024 A;Ultra Rare;0;;;
BLVO-EN040;Blazing Vortex;Secret Rare;0;;;
MGED-EN123;Maximum Gold: El Dorado;Rare;1.44;;;
MGED-EN049;Maximum Gold: El Dorado;Premium Gold Rare;0;;;
SESL-EN029;Secret Slayers;Secret Rare;0;;;
MGED-EN125;Maximum Gold: El Dorado;Rare;2.51;;;
SESL-EN031;Secret Slayers;Secret Rare;0;;;
ALIN-EN077;Alliance Insight;Super Rare;0;;;
MGED-EN124;Maximum Gold: El Dorado;Rare;1.32;;;
SESL-EN030;Secret Slayers;Secret Rare;0;;;
LED9-EN019;Legendary Duelists: Duels From the Deep;Super Rare;2.63;;;
MRD-048;Metal Raiders;Common;1.37;;;
MRD-E048;Metal Raiders;Common;2.22;;;
MRD-EN048;Metal Raiders;Common;0.00;;;
DB1-EN007;Dark Beginning 1;Common;0;;;
MRL-008;Magic Ruler;Common;1.13;;;
MRL-E008;Magic Ruler;Common;4.27;;;
SRL-008;Spell Ruler;Common;1.17;;;
SRL-EN008;Spell Ruler;Common;1.24;;;
BATT-EN005;Battle Pack Tournament Prize Cards;Starfoil Rare;25.59;;;
OP24-EN015;OTS Tournament Pack 24;Common;0;;;
YSYR-EN022;Starter Deck: Yugi Reloaded;Common;1.75;;;
STON-EN021;Strike of Neos;Common;0;;;
BLTR-EN024;Battles of Legend: Terminal Revenge;Ultra Rare;0;;;
LOB-093;Legend of Blue Eyes White Dragon;Common;2.63;;;
LOB-E073;Legend of Blue Eyes White Dragon;Common;6.81;;;
LOB-EN093;Legend of Blue Eyes White Dragon;Common;0.00;;;
BLTR-EN033;Battles of Legend: Terminal Revenge;Ultra Rare;0;;;
BLTR-EN032;Battles of Legend: Terminal Revenge;Ultra Rare;0;;;
ABYR-EN090;Abyss Rising;Common;0;;;
BP03-EN100;Battle Pack 3: Monster League;Common;0;;;
TSHD-EN055;The Shining Darkness;Rare;0;;;
EGS1-EN013;Egyptian God Deck: Slifer the Sky Dragon;Common;1.3;;;
SDSH-EN019;Structure Deck: Shaddoll Showdown;Common;1.39;;;
YGLD-ENA00;Yugi's Legendary Decks;Secret Rare;3.13;;;
DB1-EN156;Dark Beginning 1;Common;0;;;
DLG1-EN030;Dark Legends;Common;1.25;;;
DPBC-EN039;Duelist Pack: Battle City;Common;0;;;
LCJW-EN098;Legendary Collection 4: Joey's World Mega Pack;Super Rare;0;;;
LDS2-EN080;Legendary Duelists: Season 2;Common;1.09;;;
LED4-EN008;Legendary Duelists: Sisters of the Rose;Common;0;;;
MRD-024;Metal Raiders;Rare;3.02;;;
MRD-E024;Metal Raiders;Rare;9.46;;;
MRD-EN024;Metal Raiders;Rare;3.87;;;
RP01-EN029;Retro Pack;Common;1.67;;;
SS02-ENC10;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.13;;;
STP1-EN015;Speed Duel Tournament Pack 1;Super Rare;0;;;
SD8-EN021;Structure Deck: Lord of the Storm;Common;1.07;;;
TP3-017;Tournament Pack: 3rd Season;Common;1.84;;;
MP15-EN130;2015 Mega-Tin Mega Pack;Common;0;;;
NECH-EN006;The New Challengers;Common;0;;;
DR3-EN131;Dark Revelation Volume 3;Common;0;;;
FET-EN011;Flaming Eternity;Common;0;;;
DR3-EN023;Dark Revelation Volume 3;Common;0;;;
SOD-EN023;Soul of the Duelist;Common;0;;;
SD1-EN008;Structure Deck: Dragon's Roar;Common;1.2;;;
DR3-EN073;Dark Revelation Volume 3;Common;0;;;
RDS-EN013;Rise of Destiny;Common;0;;;
DR3-EN074;Dark Revelation Volume 3;Common;0;;;
RDS-EN014;Rise of Destiny;Common;0;;;
SS03-ENA14;Speed Duel Starter Decks: Ultimate Predators;Common;1.05;;;
DR3-EN024;Dark Revelation Volume 3;Common;0;;;
SOD-EN024;Soul of the Duelist;Common;0;;;
DR3-EN130;Dark Revelation Volume 3;Common;0;;;
FET-EN010;Flaming Eternity;Common;0;;;
DR04-EN236;Dark Revelation Volume 4;Common;1.82;;;
EOJ-EN056;Enemy of Justice;Rare;0;;;
DR3-EN179;Dark Revelation Volume 3;Common;0;;;
FET-EN059;Flaming Eternity;Common;0;;;
MP18-EN128;2018 Mega-Tin Mega Pack;Rare;0;;;
CIBR-EN039;Circuit Break;Rare;0;;;
BLC1-EN004;Battles of Legend: Chapter 1;Secret Rare;0;;;
BLHR-EN065;Battles of Legend: Hero's Revenge;Ultra Rare;0;;;
GENF-ENSE1;Generation Force: Special Edition;Super Rare;7.34;;;
OP05-EN023;OTS Tournament Pack 5;Common;0;;;
RA03-EN231;Quarter Century Bonanza;Platinum Secret Rare;0;;;
YG04-EN001;Yu-Gi-Oh! GX Volume 4 promotional card;Ultra Rare;54.24;;;
STON-EN034;Strike of Neos;Ultimate Rare;0;;;
DP03-EN012;Duelist Pack: Jaden Yuki 2;Rare;0;;;
LCGX-EN057;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;12.55;;;
POTD-EN031;Power of the Duelist;Ultimate Rare;0;;;
DR3-EN181;Dark Revelation Volume 3;Common;0;;;
DP1-EN001;Duelist Pack: Jaden Yuki;Common;0;;;
SDHS-EN006;HERO Strike Structure Deck;Common;0;;;
LCGX-EN001;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.64;;;
LCGX-EN002;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;17.95;;;
MF03-EN001;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
RYMP-EN001;Ra Yellow Mega Pack;Common;0;;;
SGX1-ENA01;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX3-ENA02;Speed Duel GX: Duelists of Shadows;Common;0;;;
SGX2-ENA01;Speed Duel GX: Midterm Paradox;Common;0;;;
YSD-EN007;Starter Deck 2006;Common;0;;;
YSDJ-EN005;Starter Deck: Jaden Yuki;Common;1.87;;;
TLM-EN001;The Lost Millennium;Common;0;;;
EHC1-EN001;Yu-Gi-Oh! Elemental Hero Collection 1;Secret Rare;0;;;
DR04-EN067;Dark Revelation Volume 4;Super Rare;166.6;;;
DP03-EN002;Duelist Pack: Jaden Yuki 2;Rare;0;;;
EEN-EN007;Elemental Energy;Super Rare;0;;;
SDHS-EN009;HERO Strike Structure Deck;Common;0;;;
LCGX-EN013;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;2.11;;;
MF03-EN005;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
SGX1-ENA09;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX2-ENA09;Speed Duel GX: Midterm Paradox;Common;0;;;
YSD-EN019;Starter Deck 2006;Ultra Rare;0;;;
YSDJ-EN018;Starter Deck: Jaden Yuki;Common;1.73;;;
LEHD-ENA16;Legendary Hero Decks;Common;2.68;;;
SGX2-ENA11;Speed Duel GX: Midterm Paradox;Common;0;;;
STP6-EN009;Speed Duel Tournament Pack 6;Super Rare;0;;;
WSUP-EN032;World Superstars;Prismatic Secret Rare;0;;;
SAST-EN035;Savage Strike;Super Rare;0;;;
CRV-EN014;Cybernetic Revolution;Rare;0;;;
DR04-EN014;Dark Revelation Volume 4;Common;2.5;;;
DP1-EN009;Duelist Pack: Jaden Yuki;Common;0;;;
SDHS-EN012;HERO Strike Structure Deck;Common;0;;;
LCGX-EN012;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;2.56;;;
MF03-EN007;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
SGX1-ENA08;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX2-ENA08;Speed Duel GX: Midterm Paradox;Common;0;;;
YSDJ-EN017;Starter Deck: Jaden Yuki;Super Rare;0;;;
EHC1-EN003;Yu-Gi-Oh! Elemental Hero Collection 1;Secret Rare;0;;;
DR3-EN182;Dark Revelation Volume 3;Common;0;;;
DP1-EN002;Duelist Pack: Jaden Yuki;Common;0;;;
LCGX-EN003;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;2.44;;;
LCGX-EN004;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;15.16;;;
MF03-EN002;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
MDP2-EN003;McDonald's Promotional Cards 2;Rare;9.52;;;
RYMP-EN002;Ra Yellow Mega Pack;Common;0;;;
SGX1-ENA02;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX3-ENA03;Speed Duel GX: Duelists of Shadows;Common;0;;;
SGX2-ENA02;Speed Duel GX: Midterm Paradox;Common;0;;;
YSD-EN008;Starter Deck 2006;Common;0;;;
YSDJ-EN006;Starter Deck: Jaden Yuki;Common;3.47;;;
LART-EN041;The Lost Art Promotion (series);Common;0;;;
LART-EN041;The Lost Art Promotion 2021 K;Ultra Rare;0;;;
TLM-EN002;The Lost Millennium;Common;0;;;
EHC1-EN002;Yu-Gi-Oh! Elemental Hero Collection 1;Secret Rare;0;;;
DP06-EN004;Duelist Pack: Jaden Yuki 3;Rare;0;;;
FOTB-EN014;Force of the Breaker;Ultimate Rare;0;;;
GLD2-EN025;Gold Series 2009;Gold Rare;0;;;
LCGX-EN026;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;4;;;
BLAR-EN055;Battles of Legend: Armageddon;Ultra Rare;0;;;
BLC1-EN140;Battles of Legend: Chapter 1;Common;0;;;
GLAS-EN036;Gladiator's Assault;Ghost Rare;0;;;
LCGX-EN065;Legendary Collection 2: The Duel Academy Years Mega Pack;Ultra Rare;1.91;;;
SHVA-EN035;Shadows in Valhalla;Super Rare;0;;;
DR3-EN183;Dark Revelation Volume 3;Common;0;;;
DP1-EN003;Duelist Pack: Jaden Yuki;Common;0;;;
LCGX-EN005;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;3.18;;;
MF03-EN003;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
SGX1-ENA03;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX3-ENA04;Speed Duel GX: Duelists of Shadows;Common;0;;;
SGX2-ENA03;Speed Duel GX: Midterm Paradox;Common;0;;;
YSD-EN009;Starter Deck 2006;Common;0;;;
YSDJ-EN007;Starter Deck: Jaden Yuki;Common;3.53;;;
TLM-EN003;The Lost Millennium;Common;0;;;
EHC2-EN002;Yu-Gi-Oh! Elemental Hero Collection 2;Secret Rare;0;;;
SHVI-ENSE2;Shining Victories: Special Edition;Super Rare;3.21;;;
JUMP-EN071;Weekly Shonen Jump February 2015 membership promotional card;Ultra Rare;15.71;;;
SAST-EN036;Savage Strike;Super Rare;0;;;
DP03-EN014;Duelist Pack: Jaden Yuki 2;Super Rare;0;;;
LCGX-EN059;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;14.38;;;
POTD-EN033;Power of the Duelist;Ultimate Rare;0;;;
DT04-EN036;Duel Terminal 4;Duel Terminal Normal Parallel Rare;0;;;
LCGX-EN063;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;3.66;;;
SGX1-ENA25;Speed Duel GX: Duel Academy Box;Common;0;;;
TAEV-EN042;Tactical Evolution;Ultimate Rare;0;;;
CSOC-EN098;Crossroads of Chaos;Secret Rare;0;;;
LCGX-EN077;Legendary Collection 2: The Duel Academy Years Mega Pack;Ultra Rare;5.69;;;
RYMP-EN020;Ra Yellow Mega Pack;Common;0;;;
LCGX-EN052;Legendary Collection 2: The Duel Academy Years Mega Pack;Ultra Rare;11.07;;;
MDP2-EN001;McDonald's Promotional Cards 2;Rare;4.85;;;
RYMP-EN017;Ra Yellow Mega Pack;Common;0;;;
SGX2-ENA22;Speed Duel GX: Midterm Paradox;Common;0;;;
BLAR-EN056;Battles of Legend: Armageddon;Secret Rare;0;;;
BLC1-EN141;Battles of Legend: Chapter 1;Common;0;;;
SP13-EN046;Star Pack 2013;Common;0;;;
YG09-EN001;Yu-Gi-Oh! GX Volume 9 promotional card;Ultra Rare;14.48;;;
DR3-EN215;Dark Revelation Volume 3;Ultra Rare;0;;;
DT03-EN035;Duel Terminal 3;Duel Terminal Normal Parallel Rare;0;;;
DP1-EN010;Duelist Pack: Jaden Yuki;Super Rare;0;;;
HAC1-EN019;Hidden Arsenal: Chapter 1;Duel Terminal Ultra Parallel Rare;0;;;
LCGX-EN045;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;16.6;;;
MF03-EN006;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
RA03-EN152;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN016;Ra Yellow Mega Pack;Rare;0;;;
SGX1-ENA21;Speed Duel GX: Duel Academy Box;Common;0;;;
TLM-EN035;The Lost Millennium;Ultimate Rare;0;;;
EHC1-EN004;Yu-Gi-Oh! Elemental Hero Collection 1;Secret Rare;0;;;
BLMR-EN012;Battles of Legend: Monstrous Revenge;Secret Rare;0;;;
DP03-EN013;Duelist Pack: Jaden Yuki 2;Rare;0;;;
LCGX-EN058;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;3.94;;;
POTD-EN032;Power of the Duelist;Ultimate Rare;0;;;
GENF-EN090;Generation Force;Common;0;;;
ANPR-EN099;Ancient Prophecy;Secret Rare;0;;;
BLC1-EN154;Battles of Legend: Chapter 1;Common;0;;;
CT08-EN011;Collectible Tins 2011 Wave 1;Super Rare;6.78;;;
DT06-EN034;Duel Terminal 6a;Duel Terminal Normal Parallel Rare;0;;;
LCGX-EN061;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;6.53;;;
STON-EN036;Strike of Neos;Ultimate Rare;0;;;
CT04-EN001;Collectible Tins 2007 Wave 1;Secret Rare;9.95;;;
LCGX-EN060;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;6.81;;;
STON-EN035;Strike of Neos;Ultimate Rare;0;;;
DUPO-EN004;Duel Power;Ultra Rare;3.69;;;
SDHS-EN045;HERO Strike Structure Deck;Common;0;;;
LC02-EN010;Legendary Collection 2: The Duel Academy Years;Ultra Rare;3.88;;;
SDHS-EN005;HERO Strike Structure Deck;Common;0;;;
LCGX-EN037;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.32;;;
PP02-EN007;Premium Pack 2 (TCG);Secret Rare;4.23;;;
BLC1-EN120;Battles of Legend: Chapter 1;Common;0;;;
BLRR-EN079;Battles of Legend: Relentless Revenge;Secret Rare;0;;;
DUSA-EN028;Duelist Saga;Ultra Rare;5.31;;;
LED6-EN019;Legendary Duelists: Magical Hero;Super Rare;0;;;
LDS3-EN102;Legendary Duelists: Season 3;Ultra Rare;0;;;
AP01-EN018;Astral Pack One;Common;0;;;
STOR-EN098;Storm of Ragnarok;Super Rare;0;;;
LCGX-EN076;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;2.28;;;
PP02-EN010;Premium Pack 2 (TCG);Secret Rare;2.89;;;
LCGX-EN035;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;3.05;;;
PP02-EN005;Premium Pack 2 (TCG);Secret Rare;3.28;;;
LCGX-EN038;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;3.02;;;
PP02-EN008;Premium Pack 2 (TCG);Secret Rare;13.62;;;
LED6-EN013;Legendary Duelists: Magical Hero;Ultra Rare;42.02;;;
LDS3-EN103;Legendary Duelists: Season 3;Secret Rare;13.49;;;
LCGX-EN064;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;2.73;;;
SHVA-EN034;Shadows in Valhalla;Super Rare;0;;;
TAEV-EN043;Tactical Evolution;Secret Rare;0;;;
LCGX-EN062;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;11.97;;;
TAEV-EN041;Tactical Evolution;Rare;0;;;
DR04-EN214;Dark Revelation Volume 4;Common;24.12;;;
EOJ-EN034;Enemy of Justice;Common;0;;;
LCGX-EN054;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;2.29;;;
SGX2-ENA24;Speed Duel GX: Midterm Paradox;Common;0;;;
LCGX-EN053;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;3.4;;;
MDP2-EN002;McDonald's Promotional Cards 2;Rare;7.45;;;
RYMP-EN018;Ra Yellow Mega Pack;Common;0;;;
CT15-EN001;2018 Mega-Tins;Secret Rare;2.67;;;
DR04-EN216;Dark Revelation Volume 4;Common;11.02;;;
EOJ-EN036;Enemy of Justice;Common;0;;;
LCGX-EN056;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.59;;;
SGX2-ENE11;Speed Duel GX: Midterm Paradox;Common;0;;;
DT04-EN007;Duel Terminal 4;Duel Terminal Normal Parallel Rare;0;;;
SDHS-EN010;HERO Strike Structure Deck;Common;0;;;
LCGX-EN015;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;1.43;;;
RYMP-EN005;Ra Yellow Mega Pack;Common;0;;;
SGX1-ENA11;Speed Duel GX: Duel Academy Box;Common;0;;;
YSDJ-EN000;Starter Deck: Jaden Yuki;Ultra Rare;0;;;
GX1-EN001;Yu-Gi-Oh! GX Duel Academy promotional cards;Super Rare;7.25;;;
DR04-EN124;Dark Revelation Volume 4;Common;5.21;;;
SOI-EN004;Shadow of Infinity;Common;0;;;
BLMM-EN003;Battles of Legend: Monster Mayhem;Secret Rare;0;;;
CT03-EN001;Collectible Tins 2006 Wave 1;Secret Rare;22.32;;;
DUPO-EN102;Duel Power;Ultra Rare;2.6;;;
DTP1-EN005;Duel Terminal - Preview Wave 1;Duel Terminal Normal Parallel Rare;0.00;;;
DTP1-EN005;Duel Terminal - Preview Wave 2;Duel Terminal Rare Parallel Rare;279.99;;;
DT01-EN005;Duel Terminal 1;Duel Terminal Rare Parallel Rare;17.34;;;
DL12-EN001;Duelist League 3 participation cards;Rare;6.3;;;
DP03-EN001;Duelist Pack: Jaden Yuki 2;Common;1.75;;;
SDHS-EN007;HERO Strike Structure Deck;Common;1.27;;;
LCGX-EN008;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.43;;;
MGED-EN004;Maximum Gold: El Dorado;Premium Gold Rare;1.74;;;
POTD-EN001;Power of the Duelist;Common;1.47;;;
RYMP-EN004;Ra Yellow Mega Pack;Common;1.39;;;
SHVA-EN031;Shadows in Valhalla;Super Rare;2.89;;;
BLAR-EN053;Battles of Legend: Armageddon;Ultra Rare;0;;;
BLC1-EN138;Battles of Legend: Chapter 1;Common;0;;;
DT06-EN052;Duel Terminal 6;Duel Terminal Normal Parallel Rare;0;;;
DT06-EN052;Duel Terminal 6b;Duel Terminal Rare Parallel Rare;1.99;;;
DP06-EN005;Duelist Pack: Jaden Yuki 3;Common;0;;;
GLD2-EN028;Gold Series 2009;Common;0;;;
SDHS-EN008;HERO Strike Structure Deck;Common;0;;;
LCGX-EN028;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;3.13;;;
OP09-EN013;OTS Tournament Pack 9;Common;0;;;
OP09-PT013;OTS Tournament Pack 9 (POR);Common;0.00;;;
PGL2-EN029;Premium Gold: Return of the Bling;Gold Rare;0;;;
RA03-EN184;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN010;Ra Yellow Mega Pack;Secret Rare;0;;;
TAEV-EN018;Tactical Evolution;Super Rare;0;;;
GFP2-EN003;Ghosts From the Past: The 2nd Haunting;Ultra Rare;2;;;
BLC1-EN101;Battles of Legend: Chapter 1;Common;0;;;
BLHR-EN064;Battles of Legend: Hero's Revenge;Secret Rare;0;;;
EXVC-EN093;Extreme Victory;Ultimate Rare;0;;;
BLC1-EN068;Battles of Legend: Chapter 1;Common;0;;;
BLLR-EN056;Battles of Legend: Light's Revenge;Ultra Rare;0;;;
GENF-EN093;Generation Force;Ultimate Rare;0;;;
SGX2-ENA25;Speed Duel GX: Midterm Paradox;Common;0;;;
STP6-EN011;Speed Duel Tournament Pack 6;Super Rare;0;;;
CP07-EN006;Champion Pack: Game Seven;Rare;0;;;
CT07-EN018;Collectible Tins 2010 Wave 2;Super Rare;4.3;;;
DT05-EN014;Duel Terminal 5a;Duel Terminal Normal Parallel Rare;0;;;
SDHS-EN002;HERO Strike Structure Deck;Common;0;;;
LCGX-EN025;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;2.58;;;
JUMP-EN013;Shonen Jump Vol. 5, Issue 6 promotional card;Ultra Rare;13.06;;;
DR04-EN212;Dark Revelation Volume 4;Rare;52;;;
DP05-EN012;Duelist Pack: Aster Phoenix;Rare;0;;;
EOJ-EN032;Enemy of Justice;Ultimate Rare;0;;;
LCGX-EN138;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;9.21;;;
CT04-EN006;Collectible Tins 2007 Wave 2;Secret Rare;15.61;;;
GLAS-EN037;Gladiator's Assault;Secret Rare;0;;;
LCGX-EN066;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;3.26;;;
SGX1-ENA26;Speed Duel GX: Duel Academy Box;Common;0;;;
STP5-EN003;Speed Duel Tournament Pack 5;Ultra Rare;0;;;
LCGX-EN036;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;1.71;;;
PP02-EN006;Premium Pack 2 (TCG);Secret Rare;1.4;;;
BLC1-EN152;Battles of Legend: Chapter 1;Common;0;;;
DT03-EN007;Duel Terminal 3;Duel Terminal Normal Parallel Rare;0;;;
DPCT-EN002;Duelist Pack Collection Tin: Jaden Yuki;Ultra Rare;17.88;;;
FUEN-EN047;Fusion Enforcers;Super Rare;3.27;;;
GLD3-EN014;Gold Series 3;Gold Rare;0;;;
LCGX-EN033;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;2.21;;;
PGL2-EN072;Premium Gold: Return of the Bling;Gold Rare;0;;;
RA03-EN193;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN012;Ra Yellow Mega Pack;Common;0;;;
DR04-EN093;Dark Revelation Volume 4;Rare;33.76;;;
DP1-EN012;Duelist Pack: Jaden Yuki;Rare;0;;;
EEN-EN033;Elemental Energy;Ultimate Rare;0;;;
LCGX-EN047;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;5.81;;;
SGX1-ENA23;Speed Duel GX: Duel Academy Box;Common;0;;;
SDHS-EN001;HERO Strike Structure Deck;Super Rare;0;;;
LEHD-ENA15;Legendary Hero Decks;Common;6.72;;;
BLAR-EN054;Battles of Legend: Armageddon;Ultra Rare;0;;;
BLC1-EN139;Battles of Legend: Chapter 1;Common;0;;;
CT03-EN004;Collectible Tins 2006 Wave 2;Secret Rare;10.47;;;
DR04-EN096;Dark Revelation Volume 4;Ultra Rare;143.19;;;
DT03-EN086;Duel Terminal 3;Duel Terminal Rare Parallel Rare;0;;;
EEN-EN036;Elemental Energy;Ultimate Rare;0;;;
HAC1-EN020;Hidden Arsenal: Chapter 1;Common;0;;;
LCGX-EN050;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;8.24;;;
SGX3-ENI25;Speed Duel GX: Duelists of Shadows;Common;0;;;
MP24-EN062;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
POTE-EN041;Power of the Elements;Ultra Rare;0;;;
DR04-EN213;Dark Revelation Volume 4;Ultra Rare;52.35;;;
DP05-EN013;Duelist Pack: Aster Phoenix;Super Rare;0;;;
EOJ-EN033;Enemy of Justice;Ultimate Rare;0;;;
LCGX-EN139;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;8.4;;;
CT15-EN003;2018 Mega-Tins;Ultra Rare;2.65;;;
TOCH-EN040;Toon Chaos;Rare;0;;;
STAS-EN001;2-Player Starter Set;Common;0;;;
DR3-EN184;Dark Revelation Volume 3;Common;0;;;
DEM2-EN011;Demo Deck 2015;Common;1.92;;;
DP1-EN004;Duelist Pack: Jaden Yuki;Common;0;;;
LCGX-EN006;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.89;;;
LCGX-EN007;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;12.85;;;
MF03-EN004;Mattel Action Figure promotional cards: Series 3;Normal Parallel Rare;0;;;
RYMP-EN003;Ra Yellow Mega Pack;Common;0;;;
SGX1-ENA04;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX3-ENA05;Speed Duel GX: Duelists of Shadows;Common;0;;;
SGX2-ENA04;Speed Duel GX: Midterm Paradox;Common;0;;;
YSD-EN010;Starter Deck 2006;Common;0;;;
YSD-ENS01;Starter Deck 2006: Special Edition;Ultra Rare;7.83;;;
YSDJ-EN008;Starter Deck: Jaden Yuki;Common;2.46;;;
TLM-EN004;The Lost Millennium;Common;0;;;
EHC2-EN001;Yu-Gi-Oh! Elemental Hero Collection 2;Secret Rare;0;;;
MP23-EN117;25th Anniversary Tin: Dueling Heroes Mega Pack;Prismatic Secret Rare;0;;;
POTE-EN001;Power of the Elements;Super Rare;0;;;
DP1-EN013;Duelist Pack: Jaden Yuki;Ultra Rare;21.43;;;
LCGX-EN051;Legendary Collection 2: The Duel Academy Years Mega Pack;Rare;4.32;;;
SGX1-ENA24;Speed Duel GX: Duel Academy Box;Common;0;;;
LCGX-EN073;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;4.87;;;
PTDN-EN043;Phantom Darkness;Super Rare;0;;;
BLHR-EN061;Battles of Legend: Hero's Revenge;Secret Rare;3.8;;;
BODE-EN100;Burst of Destiny;Starlight Rare;241.35;;;
CP06-EN009;Champion Pack: Game Six;Rare;5.81;;;
CT07-EN006;Collectible Tins 2010 Wave 1;Super Rare;8.81;;;
DT03-EN058;Duel Terminal 3;Duel Terminal Rare Parallel Rare;20.06;;;
LCGX-EN024;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;4.57;;;
MAGO-EN004;Maximum Gold;Premium Gold Rare;4.85;;;
OP09-EN001;OTS Tournament Pack 9;Ultimate Rare;171.91;;;
OP09-PT001;OTS Tournament Pack 9 (POR);Ultimate Rare;0.00;;;
PT03-EN002;Pharaoh Tour 2007 promotional cards;Common;23.74;;;
RA03-EN177;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RYMP-EN008;Ra Yellow Mega Pack;Common;5.53;;;
JUMP-EN012;Shonen Jump Vol. 5, Issue 4 promotional card;Ultra Rare;17.03;;;
JMPS-EN008;WSJ Jump Pack Spring 2019 promotional card;Ultra Rare;7.8;;;
BLC1-EN155;Battles of Legend: Chapter 1;Common;0;;;
LED6-EN012;Legendary Duelists: Magical Hero;Ultra Rare;17.38;;;
LDS3-EN104;Legendary Duelists: Season 3;Secret Rare;5.08;;;
DR04-EN094;Dark Revelation Volume 4;Super Rare;64.99;;;
EEN-EN034;Elemental Energy;Ultimate Rare;0;;;
LCGX-EN048;Legendary Collection 2: The Duel Academy Years Mega Pack;Super Rare;16.27;;;
MF02-EN001;Mattel Action Figure promotional cards: Series 2;Normal Parallel Rare;0;;;
SGX2-ENA21;Speed Duel GX: Midterm Paradox;Common;0;;;
DT04-EN087;Duel Terminal 4;Duel Terminal Normal Parallel Rare;0;;;
